,Unnamed: 0,Unnamed: 0.1,id,label,template,placeholders,nr_instances,err
108274,108274,108274,71112,uncovering scissors,Uncovering [something],['scissors'],2,e_frame - s_frame < 4
108279,108279,108279,75332,moving knife up,Moving [something] up,['knife'],2,
108298,108298,108298,212302,pushing soap box from left to right,Pushing [something] from left to right,['soap'],2,
108311,108311,108311,104449,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
108320,108320,108320,185162,moving an eraser down,Moving [something] down,['eraser'],2,
108321,108321,108321,45829,putting toothbrush on a surface,Putting [something] on a surface,['toothbrush'],2,
108357,108357,108357,60348,pushing bottle from right to left,Pushing [something] from right to left,['bottle'],2,
108362,108362,108362,184737,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
108379,108379,108379,185627,moving color pencils up,Moving [something] up,['pen'],2,
108388,108388,108388,26594,taking deodorants,Taking [one of many similar things on the table],['deodorant'],2,
108392,108392,108392,32054,putting soap on a surface,Putting [something] on a surface,['soap'],2,
108421,108421,108421,114095,moving a jar up,Moving [something] up,['jar'],2,
108425,108425,108425,121070,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
108426,108426,108426,64899,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
108429,108429,108429,31128,covering mobile with paper,Covering [something] with [something],"['phone', 'paper']",3,e_frame - s_frame < 4
108436,108436,108436,110314,taking rock,Taking [one of many similar things on the table],['rock'],2,
108480,108480,108480,59262,moving knife down,Moving [something] down,['knife'],2,
108482,108482,108482,53851,moving bottle down,Moving [something] down,['bottle'],2,
108498,108498,108498,14032,uncovering a phone,Uncovering [something],['phone'],2,
108503,108503,108503,132297,putting battery on a surface,Putting [something] on a surface,['battery'],2,
108504,108504,108504,210346,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
108515,108515,108515,126627,uncovering hair clip,Uncovering [something],['hair clip'],2,
108536,108536,108536,137597,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
108542,108542,108542,3954,pushing bottle from right to left,Pushing [something] from right to left,['bottle'],2,
108556,108556,108556,164198,moving color pencils down,Moving [something] down,['pen'],2,
108582,108582,108582,108653,moving a pen up,Moving [something] up,['pen'],2,
108612,108612,108612,73173,moving tea cup up,Moving [something] up,['cup'],2,
108616,108616,108616,81506,covering a laptop with a blanket,Covering [something] with [something],"['laptop', 'blanket']",3,
108625,108625,108625,99363,moving key up,Moving [something] up,['key'],2,
108637,108637,108637,57520,putting a helmet on a surface,Putting [something] on a surface,['helmet'],2,
108641,108641,108641,111443,taking a pen,Taking [one of many similar things on the table],['pen'],2,
108642,108642,108642,81619,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,
108648,108648,108648,60931,pushing notebook from left to right,Pushing [something] from left to right,['book'],2,
108650,108650,108650,32994,moving sponge down,Moving [something] down,['sponge'],2,
108660,108660,108660,185348,pushing wallet from left to right,Pushing [something] from left to right,['wallet'],2,
108715,108715,108715,96725,pushing fork from right to left,Pushing [something] from right to left,['fork'],2,
108729,108729,108729,52095,moving bottle up,Moving [something] up,['bottle'],2,
108737,108737,108737,85634,moving shampoo down,Moving [something] down,['shampoo'],2,
108761,108761,108761,28047,taking candy,Taking [one of many similar things on the table],['candy'],2,
108775,108775,108775,54949,moving toy car down,Moving [something] down,['toy car'],2,
108781,108781,108781,94615,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
108804,108804,108804,153162,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
108805,108805,108805,111654,pushing coin from right to left,Pushing [something] from right to left,['coin'],2,
108816,108816,108816,121125,uncovering cutter,Uncovering [something],['cutter'],2,
108819,108819,108819,143439,pushing book from right to left,Pushing [something] from right to left,['book'],2,
108848,108848,108848,146908,pushing remote from right to left,Pushing [something] from right to left,['remote'],2,
108864,108864,108864,90443,putting magazine on a surface,Putting [something] on a surface,['newspaper'],2,
108894,108894,108894,22086,pushing phone from right to left,Pushing [something] from right to left,['phone'],2,
108896,108896,108896,55494,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,False
108906,108906,108906,27519,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
108912,108912,108912,174627,pushing pendrive from left to right,Pushing [something] from left to right,['pendrive'],2,
108947,108947,108947,50919,moving chair up,Moving [something] up,['chair'],2,
108949,108949,108949,160140,pushing a bottle from right to left,Pushing [something] from right to left,['bottle'],2,
108996,108996,108996,23691,putting remote control on a surface,Putting [something] on a surface,['remote'],2,
108998,108998,108998,157152,covering ring with hand,Covering [something] with [something],"['ring', 'hand']",3,Multiple indices are hand
109005,109005,109005,67156,pushing ruler from left to right,Pushing [something] from left to right,['ruler'],2,
109010,109010,109010,192655,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
109028,109028,109028,1432,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
109032,109032,109032,169563,putting a cloth on a surface,Putting [something] on a surface,['cloth'],2,
109055,109055,109055,63529,covering crayon with paper,Covering [something] with [something],"['crayon', 'paper']",3,e_frame - s_frame < 4
109083,109083,109083,164845,pushing keyboard from right to left,Pushing [something] from right to left,['keyboard'],2,
109092,109092,109092,84646,moving tray up,Moving [something] up,['tray'],2,
109156,109156,109156,71425,pushing glasses from left to right,Pushing [something] from left to right,['glass'],2,
109158,109158,109158,69083,covering a remote control with a book,Covering [something] with [something],"['remote', 'book']",3,
109176,109176,109176,119697,taking scissors,Taking [one of many similar things on the table],['scissors'],2,
109200,109200,109200,161561,covering comb with tissue,Covering [something] with [something],"['comb', 'tissue']",3,
109222,109222,109222,16896,uncovering lighter,Uncovering [something],['lighter'],2,
109230,109230,109230,16822,pushing a pen from left to right,Pushing [something] from left to right,['pen'],2,
109241,109241,109241,58728,moving a toy down,Moving [something] down,['toy'],2,
109248,109248,109248,15983,moving book down,Moving [something] down,['book'],2,
109276,109276,109276,12874,moving color pencils up,Moving [something] up,['pen'],2,
109296,109296,109296,58407,pushing a cup from right to left,Pushing [something] from right to left,['cup'],2,False
109322,109322,109322,111646,pushing tissue from right to left,Pushing [something] from right to left,['tissue'],2,
109330,109330,109330,22195,uncovering glasses,Uncovering [something],['glass'],2,e_frame - s_frame < 4
109337,109337,109337,29380,pushing card from left to right,Pushing [something] from left to right,['card'],2,
109364,109364,109364,176115,pushing watch from right to left,Pushing [something] from right to left,['watch'],2,
109371,109371,109371,141889,putting a candle on a surface,Putting [something] on a surface,['candle'],2,
109373,109373,109373,130733,pushing container from left to right,Pushing [something] from left to right,['container'],2,
109386,109386,109386,26947,uncovering pencil,Uncovering [something],['pen'],2,Error: in video_id 26947_23-27 with index 2 is out of bounds for axis 1 with size 2
109420,109420,109420,201212,moving remote up,Moving [something] up,['remote'],2,
109423,109423,109423,71637,moving sharpener up,Moving [something] up,['sharpener'],2,
109442,109442,109442,168170,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
109454,109454,109454,36729,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
109466,109466,109466,63467,putting flowers on a surface,Putting [something] on a surface,['flower'],2,
109467,109467,109467,54269,putting mp3 player on a surface,Putting [something] on a surface,['player'],2,
109470,109470,109470,124625,moving paper up,Moving [something] up,['paper'],2,
109478,109478,109478,136411,putting scissors on a surface,Putting [something] on a surface,['scissors'],2,
109491,109491,109491,47637,moving mug down,Moving [something] down,['mug'],2,
109502,109502,109502,210122,pushing toy car from left to right,Pushing [something] from left to right,['toy car'],2,
109507,109507,109507,204149,moving color pencils down,Moving [something] down,['pen'],2,False
109548,109548,109548,9510,moving a jar down,Moving [something] down,['jar'],2,
109557,109557,109557,79497,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
109560,109560,109560,110404,moving cup up,Moving [something] up,['cup'],2,
109584,109584,109584,92692,pushing adapter from left to right,Pushing [something] from left to right,['adapter'],2,
109615,109615,109615,11581,moving cutter down,Moving [something] down,['cutter'],2,
109618,109618,109618,165267,moving brush up,Moving [something] up,['brush'],2,
109622,109622,109622,67379,pushing mobile from right to left,Pushing [something] from right to left,['phone'],2,
109653,109653,109653,154124,taking comb,Taking [one of many similar things on the table],['comb'],2,
109658,109658,109658,199058,moving bucket up,Moving [something] up,['bucket'],2,
109664,109664,109664,24197,moving pen up,Moving [something] up,['pen'],2,False
109672,109672,109672,58791,uncovering smartphone,Uncovering [something],['phone'],2,e_frame - s_frame < 4
109700,109700,109700,35589,putting charger on a surface,Putting [something] on a surface,['charger'],2,
109739,109739,109739,62178,moving perfume up,Moving [something] up,['perfume'],2,
109749,109749,109749,102585,putting mobile on a surface,Putting [something] on a surface,['phone'],2,e_frame - s_frame < 4
109803,109803,109803,75280,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
109806,109806,109806,193166,moving box up,Moving [something] up,['box'],2,
109831,109831,109831,42484,uncovering color pencils,Uncovering [something],['pen'],2,e_frame - s_frame < 4
109835,109835,109835,23888,moving a stapler down,Moving [something] down,['stapler'],2,
109838,109838,109838,30436,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
109845,109845,109845,6938,pushing a bottle from right to left,Pushing [something] from right to left,['bottle'],2,
109853,109853,109853,90701,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
109856,109856,109856,29041,moving plug up,Moving [something] up,['plug'],2,
109874,109874,109874,110765,uncovering pen,Uncovering [something],['pen'],2,e_frame - s_frame < 4
109876,109876,109876,81985,taking markers,Taking [one of many similar things on the table],['marker'],2,
109880,109880,109880,193302,moving box down,Moving [something] down,['box'],2,
109884,109884,109884,163841,moving ruler down,Moving [something] down,['ruler'],2,
109889,109889,109889,141212,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
109922,109922,109922,104023,taking comb,Taking [one of many similar things on the table],['comb'],2,
109936,109936,109936,185532,moving knife up,Moving [something] up,['knife'],2,
109946,109946,109946,164382,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
110003,110003,110003,153273,pushing glass from right to left,Pushing [something] from right to left,['glass'],2,
110014,110014,110014,88070,pushing sharpener from left to right,Pushing [something] from left to right,['sharpener'],2,
110020,110020,110020,164222,pushing book from left to right,Pushing [something] from left to right,['book'],2,
110021,110021,110021,167144,putting tissue on a surface,Putting [something] on a surface,['tissue'],2,
110024,110024,110024,96785,moving phone down,Moving [something] down,['phone'],2,
110040,110040,110040,1263,putting shampoo bottle on a surface,Putting [something] on a surface,['shampoo'],2,
110046,110046,110046,179401,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
110052,110052,110052,45866,pushing remote from left to right,Pushing [something] from left to right,['remote'],2,
110085,110085,110085,52188,pushing sunglasses from left to right,Pushing [something] from left to right,['glass'],2,
110086,110086,110086,183746,pushing brush from right to left,Pushing [something] from right to left,['brush'],2,
110090,110090,110090,43110,putting lighter on a surface,Putting [something] on a surface,['lighter'],2,False
110105,110105,110105,128611,pushing bowl from right to left,Pushing [something] from right to left,['bowl'],2,
110135,110135,110135,35451,moving glass up,Moving [something] up,['glass'],2,
110142,110142,110142,72019,putting book on a surface,Putting [something] on a surface,['book'],2,
110157,110157,110157,165816,putting pen on a surface,Putting [something] on a surface,['pen'],2,
110164,110164,110164,166865,moving remote down,Moving [something] down,['remote'],2,
110202,110202,110202,193499,uncovering lighter,Uncovering [something],['lighter'],2,e_frame - s_frame < 4
110235,110235,110235,63722,moving toothpaste up,Moving [something] up,['toothpaste'],2,
110266,110266,110266,35685,pushing flashdisk from right to left,Pushing [something] from right to left,['pendrive'],2,
110284,110284,110284,57518,putting pen on a surface,Putting [something] on a surface,['pen'],2,
110286,110286,110286,151285,pushing charger from right to left,Pushing [something] from right to left,['charger'],2,
110290,110290,110290,119060,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
110300,110300,110300,212020,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,False
110310,110310,110310,188862,moving sponge up,Moving [something] up,['sponge'],2,
110321,110321,110321,57196,uncovering crayon,Uncovering [something],['crayon'],2,e_frame - s_frame < 4
110330,110330,110330,13639,moving cable up,Moving [something] up,['cable'],2,
110350,110350,110350,125142,moving remote up,Moving [something] up,['remote'],2,
110358,110358,110358,92296,moving notebook up,Moving [something] up,['book'],2,
110383,110383,110383,26458,uncovering mobile,Uncovering [something],['phone'],2,
110391,110391,110391,107353,pushing book from left to right,Pushing [something] from left to right,['book'],2,
110421,110421,110421,151889,moving onion up,Moving [something] up,['onion'],2,
110455,110455,110455,344,pushing marker from right to left,Pushing [something] from right to left,['marker'],2,
110462,110462,110462,66658,putting fork on a surface,Putting [something] on a surface,['fork'],2,
110481,110481,110481,31044,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
110512,110512,110512,160770,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
110516,110516,110516,81106,moving a watch up,Moving [something] up,['watch'],2,
110517,110517,110517,133491,taking remote,Taking [one of many similar things on the table],['remote'],2,
110524,110524,110524,25821,moving spoon up,Moving [something] up,['spoon'],2,
110531,110531,110531,21504,moving color pencils down,Moving [something] down,['pen'],2,
110539,110539,110539,80864,moving a candle up,Moving [something] up,['candle'],2,
110561,110561,110561,115985,moving color pencils down,Moving [something] down,['pen'],2,
110602,110602,110602,138640,moving mobile down,Moving [something] down,['phone'],2,
110603,110603,110603,183470,moving pen up,Moving [something] up,['pen'],2,
110624,110624,110624,197514,pushing scissors from right to left,Pushing [something] from right to left,['scissors'],2,
110651,110651,110651,57255,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
110654,110654,110654,131580,taking remote,Taking [one of many similar things on the table],['remote'],2,
110655,110655,110655,54864,taking pen,Taking [one of many similar things on the table],['pen'],2,
110659,110659,110659,216546,moving a toy up,Moving [something] up,['toy'],2,
110678,110678,110678,178959,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
110714,110714,110714,96839,uncovering card,Uncovering [something],['card'],2,e_frame - s_frame < 4
110720,110720,110720,218255,moving highlighter down,Moving [something] down,['marker'],2,
110722,110722,110722,50498,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
110739,110739,110739,167903,moving color pencils down,Moving [something] down,['pen'],2,
110767,110767,110767,55958,putting hair clip on a surface,Putting [something] on a surface,['hair clip'],2,
110768,110768,110768,146271,uncovering pen,Uncovering [something],['pen'],2,
110776,110776,110776,129125,moving a shoe down,Moving [something] down,['shoe'],2,
110789,110789,110789,144638,taking candy,Taking [one of many similar things on the table],['candy'],2,
110802,110802,110802,194010,moving watch up,Moving [something] up,['watch'],2,
110819,110819,110819,76541,moving banana up,Moving [something] up,['banana'],2,
110850,110850,110850,167022,taking markers,Taking [one of many similar things on the table],['marker'],2,
110857,110857,110857,151654,moving mouse up,Moving [something] up,['mouse'],2,
110897,110897,110897,19626,putting a plastic bottle on a surface,Putting [something] on a surface,['bottle'],2,
110918,110918,110918,42236,pushing a glass from right to left,Pushing [something] from right to left,['glass'],2,
110944,110944,110944,147128,moving a container up,Moving [something] up,['container'],2,
110964,110964,110964,198365,putting pen on a surface,Putting [something] on a surface,['pen'],2,
110983,110983,110983,137953,moving spoon up,Moving [something] up,['spoon'],2,
110990,110990,110990,2176,pushing remote control from right to left,Pushing [something] from right to left,['remote'],2,
110997,110997,110997,38822,taking scissors,Taking [one of many similar things on the table],['scissors'],2,
111004,111004,111004,171118,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
111005,111005,111005,5039,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
111008,111008,111008,95738,moving a stapler up,Moving [something] up,['stapler'],2,
111011,111011,111011,38140,putting pen on a surface,Putting [something] on a surface,['pen'],2,
111015,111015,111015,141928,uncovering card,Uncovering [something],['card'],2,
111035,111035,111035,89815,uncovering ball,Uncovering [something],['ball'],2,
111054,111054,111054,126244,moving a cup down,Moving [something] down,['cup'],2,
111066,111066,111066,65737,moving scissor down,Moving [something] down,['scissors'],2,
111104,111104,111104,214189,covering cup with towel,Covering [something] with [something],"['cup', 'towel']",3,e_frame - s_frame < 4
111108,111108,111108,150232,putting dreidel on a surface,Putting [something] on a surface,['dreidel'],2,
111135,111135,111135,189865,pushing cap from right to left,Pushing [something] from right to left,['cap'],2,
111162,111162,111162,51569,covering container with paper,Covering [something] with [something],"['container', 'paper']",3,
111168,111168,111168,190948,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
111210,111210,111210,162136,moving a bottle up,Moving [something] up,['bottle'],2,
111224,111224,111224,67165,pushing bowl from left to right,Pushing [something] from left to right,['bowl'],2,
111242,111242,111242,77863,uncovering color pencils,Uncovering [something],['pen'],2,e_frame - s_frame < 4
111259,111259,111259,172696,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
111266,111266,111266,199346,moving umbrella up,Moving [something] up,['umbrella'],2,
111276,111276,111276,183347,uncovering a charger,Uncovering [something],['charger'],2,
111284,111284,111284,198133,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
111286,111286,111286,209397,pushing a cellphone from left to right,Pushing [something] from left to right,['phone'],2,
111313,111313,111313,206487,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
111370,111370,111370,98731,moving pencil down,Moving [something] down,['pen'],2,
111388,111388,111388,144762,putting phone on a surface,Putting [something] on a surface,['phone'],2,
111401,111401,111401,137441,pushing remote from right to left,Pushing [something] from right to left,['remote'],2,
111411,111411,111411,21058,putting a cup on a surface,Putting [something] on a surface,['cup'],2,
111419,111419,111419,52081,pushing pen from right to left,Pushing [something] from right to left,['pen'],2,
111463,111463,111463,173245,taking steel spoon,Taking [one of many similar things on the table],['spoon'],2,
111502,111502,111502,214321,pushing box from right to left,Pushing [something] from right to left,['box'],2,
111514,111514,111514,62050,uncovering wallet,Uncovering [something],['wallet'],2,
111525,111525,111525,143537,moving dreidel up,Moving [something] up,['dreidel'],2,
111529,111529,111529,121809,moving color pencils up,Moving [something] up,['pen'],2,
111532,111532,111532,103734,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
111546,111546,111546,11479,pushing hair comb from left to right,Pushing [something] from left to right,['comb'],2,
111556,111556,111556,117356,uncovering glass,Uncovering [something],['glass'],2,e_frame - s_frame < 4
111592,111592,111592,131739,covering a pen with a book,Covering [something] with [something],"['pen', 'book']",3,
111610,111610,111610,124367,pushing remote from right to left,Pushing [something] from right to left,['remote'],2,
111634,111634,111634,48377,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
111668,111668,111668,201964,pushing cup from right to left,Pushing [something] from right to left,['cup'],2,
111684,111684,111684,18879,pushing glasses from left to right,Pushing [something] from left to right,['glass'],2,False
111688,111688,111688,45232,moving color pencils down,Moving [something] down,['pen'],2,
111693,111693,111693,183557,moving toothbrush down,Moving [something] down,['toothbrush'],2,
111714,111714,111714,137542,covering a pen with a book,Covering [something] with [something],"['pen', 'book']",3,
111722,111722,111722,57414,pushing mouse from left to right,Pushing [something] from left to right,['mouse'],2,
111767,111767,111767,134507,covering a ball with a coffee mug,Covering [something] with [something],"['ball', 'mug']",3,e_frame - s_frame < 4
111779,111779,111779,18535,uncovering ball,Uncovering [something],['ball'],2,e_frame - s_frame < 4
111782,111782,111782,171584,moving pen up,Moving [something] up,['pen'],2,
111816,111816,111816,195188,moving pencil up,Moving [something] up,['pen'],2,
111825,111825,111825,65819,moving milk bottle down,Moving [something] down,['bottle'],2,
111857,111857,111857,96100,moving color pencils up,Moving [something] up,['pen'],2,
111858,111858,111858,171579,taking remote,Taking [one of many similar things on the table],['remote'],2,
111872,111872,111872,174864,pushing book from right to left,Pushing [something] from right to left,['book'],2,
111887,111887,111887,191727,putting a toy car on a surface,Putting [something] on a surface,['toy car'],2,
111926,111926,111926,45598,uncovering charger,Uncovering [something],['charger'],2,e_frame - s_frame < 4
111957,111957,111957,75652,moving book up,Moving [something] up,['book'],2,
111970,111970,111970,345,pushing brush from right to left,Pushing [something] from right to left,['brush'],2,
111973,111973,111973,57988,pushing remote from left to right,Pushing [something] from left to right,['remote'],2,
111982,111982,111982,164858,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
111990,111990,111990,39535,pushing a soap from left to right,Pushing [something] from left to right,['soap'],2,
111995,111995,111995,7413,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
112008,112008,112008,36844,uncovering card,Uncovering [something],['card'],2,e_frame - s_frame < 4
112010,112010,112010,2421,putting a bag on a surface,Putting [something] on a surface,['bag'],2,
112035,112035,112035,40217,pushing remote from right to left,Pushing [something] from right to left,['remote'],2,
112044,112044,112044,186422,putting marker on a surface,Putting [something] on a surface,['marker'],2,
112102,112102,112102,189394,uncovering comb,Uncovering [something],['comb'],2,
112135,112135,112135,174115,pushing glass from left to right,Pushing [something] from left to right,['glass'],2,
112139,112139,112139,68551,putting watch on a surface,Putting [something] on a surface,['watch'],2,
112153,112153,112153,90004,uncovering deodorant,Uncovering [something],['deodorant'],2,e_frame - s_frame < 4
112160,112160,112160,75693,pushing match box from left to right,Pushing [something] from left to right,['match box'],2,
112166,112166,112166,186711,putting perfume on a surface,Putting [something] on a surface,['perfume'],2,
112176,112176,112176,12105,pushing a candle from right to left,Pushing [something] from right to left,['candle'],2,
112187,112187,112187,124186,moving bottle up,Moving [something] up,['bottle'],2,
112226,112226,112226,5723,pushing a keyboard from left to right,Pushing [something] from left to right,['keyboard'],2,
112268,112268,112268,35953,taking coin,Taking [one of many similar things on the table],['coin'],2,Last index is not hand
112276,112276,112276,54053,pushing fork from left to right,Pushing [something] from left to right,['fork'],2,
112299,112299,112299,161578,putting towel on a surface,Putting [something] on a surface,['towel'],2,
112304,112304,112304,62894,moving shoe down,Moving [something] down,['shoe'],2,
112314,112314,112314,14496,putting pen on a surface,Putting [something] on a surface,['pen'],2,
112355,112355,112355,172150,moving calculator down,Moving [something] down,['calculator'],2,
112361,112361,112361,142351,taking a ball,Taking [one of many similar things on the table],['ball'],2,
112378,112378,112378,133388,putting a ruler on a surface,Putting [something] on a surface,['ruler'],2,
112385,112385,112385,17860,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,
112394,112394,112394,173471,uncovering spoon,Uncovering [something],['spoon'],2,e_frame - s_frame < 4
112413,112413,112413,91425,putting cup on a surface,Putting [something] on a surface,['cup'],2,
112439,112439,112439,123394,moving a plate up,Moving [something] up,['plate'],2,
112442,112442,112442,49747,moving color pencils up,Moving [something] up,['pen'],2,
112446,112446,112446,201665,uncovering glasses,Uncovering [something],['glass'],2,e_frame - s_frame < 4
112470,112470,112470,56452,pushing fork from right to left,Pushing [something] from right to left,['fork'],2,
112480,112480,112480,13772,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
112482,112482,112482,191181,moving remote down,Moving [something] down,['remote'],2,
112483,112483,112483,169643,moving pen cap down,Moving [something] down,['cap'],2,
112493,112493,112493,176929,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
112519,112519,112519,48949,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
112536,112536,112536,112030,putting mouse on a surface,Putting [something] on a surface,['mouse'],2,
112541,112541,112541,64882,putting pen on a surface,Putting [something] on a surface,['pen'],2,False
112543,112543,112543,33489,putting pen on a surface,Putting [something] on a surface,['pen'],2,
112555,112555,112555,116395,covering comb with newspaper,Covering [something] with [something],"['comb', 'newspaper']",3,e_frame - s_frame < 4
112574,112574,112574,174997,uncovering card,Uncovering [something],['card'],2,
112580,112580,112580,51417,moving comb down,Moving [something] down,['comb'],2,
112588,112588,112588,59878,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
112594,112594,112594,63030,taking steel plate,Taking [one of many similar things on the table],['plate'],2,
112601,112601,112601,193030,moving coin down,Moving [something] down,['coin'],2,Last index is not hand
112633,112633,112633,190945,pushing lighter from right to left,Pushing [something] from right to left,['lighter'],2,
112652,112652,112652,180799,taking fork,Taking [one of many similar things on the table],['fork'],2,
112653,112653,112653,62137,taking coins,Taking [one of many similar things on the table],['coin'],2,False
112667,112667,112667,190790,moving a calculator down,Moving [something] down,['calculator'],2,
112669,112669,112669,52303,uncovering knife,Uncovering [something],['knife'],2,e_frame - s_frame < 4
112680,112680,112680,201099,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
112705,112705,112705,172508,pushing mobile phone from left to right,Pushing [something] from left to right,['phone'],2,
112741,112741,112741,90978,moving comb down,Moving [something] down,['comb'],2,
112743,112743,112743,209266,pushing charger from left to right,Pushing [something] from left to right,['charger'],2,
112746,112746,112746,176168,taking remote,Taking [one of many similar things on the table],['remote'],2,False
112755,112755,112755,110172,moving marker down,Moving [something] down,['marker'],2,
112778,112778,112778,26713,putting a wallet on a surface,Putting [something] on a surface,['wallet'],2,
112809,112809,112809,209209,moving magazine down,Moving [something] down,['newspaper'],2,
112818,112818,112818,133559,moving knife down,Moving [something] down,['knife'],2,
112823,112823,112823,141917,uncovering plate,Uncovering [something],['plate'],2,
112825,112825,112825,22793,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
112849,112849,112849,178761,uncovering bowl,Uncovering [something],['bowl'],2,
112875,112875,112875,40278,moving plastic spoon down,Moving [something] down,['spoon'],2,
112882,112882,112882,137388,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
112938,112938,112938,126309,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
112942,112942,112942,178195,putting knife on a surface,Putting [something] on a surface,['knife'],2,
112950,112950,112950,178351,moving coin down,Moving [something] down,['coin'],2,
112999,112999,112999,206304,putting pendrive on a surface,Putting [something] on a surface,['pendrive'],2,
113013,113013,113013,106113,moving screwdriver down,Moving [something] down,['screwdriver'],2,
113021,113021,113021,95385,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
113024,113024,113024,34416,uncovering card,Uncovering [something],['card'],2,
113028,113028,113028,45681,uncovering a stapler,Uncovering [something],['stapler'],2,
113035,113035,113035,66270,moving a cup up,Moving [something] up,['cup'],2,
113057,113057,113057,183207,pushing nail polish from right to left,Pushing [something] from right to left,['nail polish'],2,
113063,113063,113063,75660,moving scissors up,Moving [something] up,['scissors'],2,False
113090,113090,113090,122896,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
113096,113096,113096,114908,pushing glass from right to left,Pushing [something] from right to left,['glass'],2,
113107,113107,113107,168541,putting pencil on a surface,Putting [something] on a surface,['pen'],2,
113109,113109,113109,97933,moving battery up,Moving [something] up,['battery'],2,
113129,113129,113129,180195,putting knife on a surface,Putting [something] on a surface,['knife'],2,
113139,113139,113139,198367,taking book,Taking [one of many similar things on the table],['book'],2,
113155,113155,113155,136490,uncovering wallet,Uncovering [something],['wallet'],2,e_frame - s_frame < 4
113164,113164,113164,12725,uncovering a book,Uncovering [something],['book'],2,e_frame - s_frame < 4
113176,113176,113176,165838,putting cards on a surface,Putting [something] on a surface,['card'],2,
113197,113197,113197,30937,moving key down,Moving [something] down,['key'],2,
113200,113200,113200,75651,taking markers,Taking [one of many similar things on the table],['marker'],2,
113226,113226,113226,134830,covering pen with phone,Covering [something] with [something],"['pen', 'phone']",3,
113228,113228,113228,120398,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
113249,113249,113249,178045,pushing adapter from left to right,Pushing [something] from left to right,['adapter'],2,
113253,113253,113253,181574,pushing battery from left to right,Pushing [something] from left to right,['battery'],2,
113260,113260,113260,189404,covering coin with leaf,Covering [something] with [something],"['coin', 'leaf']",3,
113290,113290,113290,70818,putting dreidel on a surface,Putting [something] on a surface,['dreidel'],2,
113291,113291,113291,156845,moving wallet up,Moving [something] up,['wallet'],2,
113305,113305,113305,211848,pushing watch from left to right,Pushing [something] from left to right,['watch'],2,
113313,113313,113313,50297,uncovering pencil,Uncovering [something],['pen'],2,
113317,113317,113317,44088,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
